theme,model,strategy,fold,title,year,label,score,latency_s,from_cache,error
pair,qwen2.5:3b,few-shot-similar,2,Three studies of problem solving in collaborative software development,2006,0,6,5.377,False,
pair,qwen2.5:3b,few-shot-similar,2,Using a role scheme to derive software project metrics,2006,0,4,4.214,False,
pair,qwen2.5:3b,few-shot-similar,2,Globally distributed software development and pair programming,2006,0,4,4.62,False,
pair,qwen2.5:3b,few-shot-similar,2,The pairing session as the atomic unit of work,2006,0,4,4.145,False,
pair,qwen2.5:3b,few-shot-similar,2,"Field experiences with eXtreme programming: Developing an emergency
response system",2006,0,6,4.809,False,
pair,qwen2.5:3b,few-shot-similar,2,Panel: cooperative learning - beyond pair programming and team projects,2006,0,4,4.218,False,
pair,qwen2.5:3b,few-shot-similar,2,Student attitudes toward pair programming,2006,1,6,4.526,False,
pair,qwen2.5:3b,few-shot-similar,2,Attitudes on using pair-programming,2006,1,6,4.203,False,
pair,qwen2.5:3b,few-shot-similar,2,Programming in pairs in high schools,2006,0,4,4.012,False,
pair,qwen2.5:3b,few-shot-similar,2,"Changing students' perceptions: an analysis of the supplementary
benefits of collaborative software development",2006,1,4,4.765,False,
pair,qwen2.5:3b,few-shot-similar,2,Motivations and measurements in an agile case study,2006,0,4,4.626,False,
pair,qwen2.5:3b,few-shot-similar,2,Applyinq AspectJ to J2EE application development,2006,0,4,5.247,False,
pair,qwen2.5:3b,few-shot-similar,2,Pair programming productivity: Novice-novice vs. expert-expert,2006,0,4,6.673,False,
pair,qwen2.5:3b,few-shot-similar,2,"Software process fusion: Uniting pair programming and solo programming
processes",2006,0,4,5.551,False,
pair,qwen2.5:3b,few-shot-similar,2,Pair programming productivity: Novice-novice vs. expert-expert,2006,1,4,4.604,False,
pair,qwen2.5:3b,few-shot-similar,2,"The impact of pair programming and test-driven development on package
dependencies in object-oriented design - an experi",2006,1,5,4.512,False,
pair,qwen2.5:3b,few-shot-similar,2,"Is external code quality correlated with programming experience or
feelgood factor?",2006,1,6,5.005,False,
pair,qwen2.5:3b,few-shot-similar,2,"Influence of codified knowledge on software design task performance:
A comparison of pairs with individuals",2006,0,6,4.375,False,
pair,qwen2.5:3b,few-shot-similar,2,Pair Design in Undergraduate Labs,2006,0,4,4.087,False,
pair,qwen2.5:3b,few-shot-similar,2,"Pair programming improves student retention, confidence, and program
quality",2006,0,6,4.814,False,
pair,qwen2.5:3b,few-shot-similar,2,"Developing collaborative skills early in the CS curriculum in a laboratory
environment",2006,0,4,4.581,False,
pair,qwen2.5:3b,few-shot-similar,2,"Evaluating the impact of test-first programming and pair programming
through software process simulation",2006,0,4,4.174,False,
pair,qwen2.5:3b,few-shot-similar,2,"A replicated experiment of pair-programming in a 2nd-year software
development and design computer science course",2006,1,7,4.335,False,
pair,qwen2.5:3b,few-shot-similar,2,Do programmer pairs make different mistakes than solo programmers?,2006,1,4,5.125,False,
pair,qwen2.5:3b,few-shot-similar,2,"A preliminary study on the impact of a pair design phase on pair
programming and solo programming",2006,1,4,4.517,False,
pair,qwen2.5:3b,few-shot-similar,2,Interpreting procedures from descriptive guidelines,2006,0,4,4.694,False,
pair,qwen2.5:3b,few-shot-similar,2,"An Empirical Comparison Between Pair Development and Software Inspection
in Thailand",2006,1,6,4.557,False,
pair,qwen2.5:3b,few-shot-similar,2,"Using collaborative learning research to enhance pair programming
pedagogy",2006,0,6,4.476,False,
pair,qwen2.5:3b,few-shot-similar,2,Adapting Pair Programming Pedagogy for use in Computer Literacy Courses,2006,0,4,4.663,False,
pair,qwen2.5:3b,few-shot-similar,2,"Heterogeneous and homogenous pairs in pair programming: an empirical
analysis",2006,1,6,5.351,False,
pair,qwen2.5:3b,few-shot-similar,2,A non-invasive approach to product metrics collection,2006,0,4,4.671,False,
pair,qwen2.5:3b,few-shot-similar,2,"Using Bayesian belief networks to model software project management
antipatterns",2006,0,4,5.247,False,
pair,qwen2.5:3b,few-shot-similar,2,Investigating the extreme programming system - an empirical study,2006,0,4,4.957,False,
pair,qwen2.5:3b,few-shot-similar,2,"Investigating the impact of personality types on communication and
collaboration-viability in pair programming - an empi",2006,1,7,4.966,False,
pair,qwen2.5:3b,few-shot-similar,2,Empirical validation of test-driven pair programming in game development,2006,1,7,4.603,False,
pair,qwen2.5:3b,few-shot-similar,2,Pair programming in software evolution,2006,0,6,4.313,False,
pair,qwen2.5:3b,few-shot-similar,2,"Pair Programming and Agile Software Development: Experiences in a
College Setting",2006,0,4,4.355,False,
pair,qwen2.5:3b,few-shot-similar,2,Modelling software development across time zones,2006,0,4,4.354,False,
pair,qwen2.5:3b,few-shot-similar,2,An open source simulation model of software development and testing,2006,0,4,3.996,False,
pair,qwen2.5:3b,few-shot-similar,2,Debunking the nerd stereotype with pair programming,2006,0,3,4.199,False,
pair,qwen2.5:3b,few-shot-similar,2,Examining the Compatibility of Student Pair Programmers,2006,1,7,4.775,False,
pair,qwen2.5:3b,few-shot-similar,2,"An empirical study on design quality improvement from best-practice
inspection and pair programming",2006,1,4,4.577,False,
pair,qwen2.5:3b,few-shot-similar,2,Cognitive aspects of software engineering processes,2006,0,7,4.692,False,
pair,qwen2.5:3b,few-shot-similar,2,Implementing Virtual Pair Programming in E-Learning Environment,2006,0,4,4.08,False,
pair,qwen2.5:3b,few-shot-similar,3,"Work in progress - effect of instructional design and pair programming
on student performance in an introductory program",2005,1,4,4.722,False,
pair,qwen2.5:3b,few-shot-similar,3,Evaluation of effects of pair work on quality of designs,2005,1,5,4.177,False,
pair,qwen2.5:3b,few-shot-similar,3,"A framework for understanding the factors influencing pair programming
success",2005,0,6,4.215,False,
pair,qwen2.5:3b,few-shot-similar,3,"An empirical study of system design instability metric and design
evolution in an agile software process",2005,0,4,3.962,False,
pair,qwen2.5:3b,few-shot-similar,3,Balancing depth and breadth in the data structure course,2005,0,4,4.272,False,
pair,qwen2.5:3b,few-shot-similar,3,Cooperative learning techniques in CS1: Design and Experimental Evaluation,2005,0,6,4.241,False,
pair,qwen2.5:3b,few-shot-similar,3,"The Impact of educational background on design knowledge sharing
during pair programming: An empirical study",2005,0,4,4.582,False,
pair,qwen2.5:3b,few-shot-similar,3,Pair designing as practice for enforcing and diffusing design knowledge,2005,1,6,4.456,False,
pair,qwen2.5:3b,few-shot-similar,3,Test-first pair-programming tutorial,2005,0,4,3.969,False,
pair,qwen2.5:3b,few-shot-similar,3,Information technology fluency for middle school girls,2005,0,4,4.307,False,
pair,qwen2.5:3b,few-shot-similar,3,"Confirming the influence of educational background in pair-design
knowledge through experiments",2005,1,6,3.806,False,
pair,qwen2.5:3b,few-shot-similar,3,Empirical study on the productivity of the pair programming,2005,1,4,3.95,False,
pair,qwen2.5:3b,few-shot-similar,3,Activity Patterns of Pair Programming,2005,0,6,4.74,False,
pair,qwen2.5:3b,few-shot-similar,3,"Factors affecting the perceived effectiveness of pair programming
in higher education",2005,1,6,4.066,False,
pair,qwen2.5:3b,few-shot-similar,3,Collaboration Support for Novice Team Programming,2005,0,5,3.791,False,
pair,qwen2.5:3b,few-shot-similar,3,"Agile modeling, agile software development, and extreme programming:
the state of research",2005,0,4,4.654,False,
pair,qwen2.5:3b,few-shot-similar,3,A study of the use of agile methods within Intel,2005,0,4,5.239,False,
pair,qwen2.5:3b,few-shot-similar,3,"Engineering-based processes and agile methodologies for software
development: a comparative case study",2005,0,4,3.767,False,
pair,qwen2.5:3b,few-shot-similar,3,Student performance in CS1 with distributed pair programming,2005,0,6,4.648,False,
pair,qwen2.5:3b,few-shot-similar,3,Teaching extreme programming to large groups of students,2005,0,4,4.356,False,
pair,qwen2.5:3b,few-shot-similar,3,"A multiple case study on the impact of pair programming on product
quality",2005,0,5,4.382,False,
pair,qwen2.5:3b,few-shot-similar,3,"Teaching Computer Science Courses Using Extreme Programming (XP)
Methodology",2005,0,4,4.295,False,
pair,qwen2.5:3b,few-shot-similar,3,"Test-driven development: Concepts, taxonomy, and future direction",2005,0,4,4.423,False,
pair,qwen2.5:3b,few-shot-similar,3,Towards Increasing the Compatibility of Student Pair Programmers,2005,1,6,3.98,False,
pair,qwen2.5:3b,few-shot-similar,3,Pair programming: An alternative to reviews and inspections?,2005,0,4,4.448,False,
pair,qwen2.5:3b,few-shot-similar,3,"How to steer an embedded software project: tactics for selecting
the software process model",2005,0,4,4.416,False,
pair,qwen2.5:3b,few-shot-similar,3,"The Effect of Human Memory Organization on Code Reviews under Different
Single and Pair Code Reviewing Scenarios",2005,0,4,4.515,False,
pair,qwen2.5:3b,few-shot-similar,3,"How and Why Collaborative Software Development Impacts the Software
Engineering Course",2005,1,5,4.499,False,
pair,qwen2.5:3b,few-shot-similar,3,Teaching Software Engineering Practices with Extreme Programming,2005,0,6,4.981,False,
pair,qwen2.5:3b,few-shot-similar,3,"Preliminary analysis of the effects of pair programming and test-driven
development on the external code quality",2005,1,4,4.864,False,
pair,qwen2.5:3b,few-shot-similar,3,A Cross-program investigation of students' perception of agile methods,2005,0,6,4.442,False,
pair,qwen2.5:3b,few-shot-similar,3,"Investigating pair-programming in a 2nd-year software development
and design computer science course",2005,1,6,4.486,False,
pair,qwen2.5:3b,few-shot-similar,3,Agile software development: human values and culture,2005,0,4,4.384,False,
pair,qwen2.5:3b,few-shot-similar,3,"Two controlled experiments concerning the comparison of pair programming
to peer review",2005,1,6,4.336,False,
pair,qwen2.5:3b,few-shot-similar,3,Pair programming vs. side-by-side programming,2005,1,4,4.926,False,
pair,qwen2.5:3b,few-shot-similar,3,The drawing carousel: A Pair Programming experience,2005,0,4,3.896,False,
pair,qwen2.5:3b,few-shot-similar,3,"Pair Programming as a Model of Collaborative Learning: A Review of
the Research",2005,0,4,3.391,False,
pair,qwen2.5:3b,few-shot-similar,3,Experiences with pair and tri programming in a second level course,2005,0,5,3.536,False,
pair,qwen2.5:3b,few-shot-similar,3,The new context for software engineering education and training,2005,0,3,3.448,False,
pair,qwen2.5:3b,few-shot-similar,3,eXtreme Programming - helpful or harmful in educating undergraduates?,2005,0,4,5.343,False,
pair,qwen2.5:3b,few-shot-similar,3,"Dialog-based protocol: an empirical research method for cognitive
activities in software engineering",2005,0,4,4.235,False,
pair,qwen2.5:3b,few-shot-similar,3,Pair Programming in Graduate Software Engineering Course Projects,2005,1,4,4.179,False,
pair,qwen2.5:3b,few-shot-similar,3,"Undergraduate student perceptions of pair programming and agile software
methodologies: verifying a model of social inte",2005,1,6,4.426,False,
pair,qwen2.5:3b,few-shot-similar,3,Effects of pair programming at the development team level: an experiment,2005,1,6,4.369,False,
pair,qwen2.5:3b,few-shot-similar,3,Empirical validation of pair programming,2005,0,4,3.801,False,
pair,qwen2.5:3b,few-shot-similar,3,Managing a project course using Extreme Programming,2005,0,4,4.588,False,
pair,qwen2.5:3b,few-shot-similar,3,Pair Programming Strategies for Middle School Girls,2005,0,4,4.272,False,
games,llama3.2:3b,zero-shot,1,Reasoning about coalitional games,2009,0,2,20.749,False,
games,llama3.2:3b,zero-shot,1,"Extending the Reference Method for Game Production: A Situational
Approach",2009,1,6,4.011,False,
games,llama3.2:3b,zero-shot,1,Adaptive Experience Engine for Serious Games,2009,0,6,4.093,False,
games,llama3.2:3b,zero-shot,1,What makes a good game? Using reviews to inform design,2009,1,6,2.786,False,
games,llama3.2:3b,zero-shot,1,Aspect-oriented procedural content engineering for game design,2009,0,6,3.005,False,
games,llama3.2:3b,zero-shot,1,"Providing Novel and Useful Data for Game Development Using Usability
Expert Evaluation and Testing",2009,1,4,3.235,False,
games,llama3.2:3b,zero-shot,1,Plagiarism detection in game-playing software,2009,0,4,3.536,False,
games,llama3.2:3b,zero-shot,1,Detecting clones in game-playing software,2009,0,6,3.814,False,
games,llama3.2:3b,zero-shot,1,"Game Usability Heuristics (PLAY) for Evaluating and Designing Better
Games: The Next Iteration",2009,1,6,3.705,False,
games,llama3.2:3b,zero-shot,1,Compositional applications of a game engine,2009,0,4,3.872,False,
games,llama3.2:3b,zero-shot,1,A Semantic Navigation Model for Video Games,2009,0,6,4.236,False,
games,llama3.2:3b,zero-shot,1,An Online Survey System on Computer Game Enjoyment and Personality,2009,0,4,3.831,False,
games,llama3.2:3b,zero-shot,1,Cognitive evaluation of video games: players' perceptions,2009,0,4,3.341,False,
games,llama3.2:3b,zero-shot,1,"Measuring player experience on runtime dynamic difficulty scaling
in an RTS game",2009,0,6,3.207,False,
games,llama3.2:3b,zero-shot,1,"Exploring success factors of video game communities in hierarchical
linear modeling: The perspectives of members and lea",2009,0,4,4.706,False,
games,llama3.2:3b,zero-shot,1,Design facial appearance for roles in video games,2009,0,6,3.609,False,
games,llama3.2:3b,zero-shot,1,"An adaptative game loop architecture with automatic distribution
of tasks between CPU and GPU",2009,0,6,3.295,False,
games,llama3.2:3b,zero-shot,1,Software Engineering Challenges in Game Development,2009,1,6,3.585,False,
games,llama3.2:3b,zero-shot,1,Design and Implementation of a Multiplayer Bluetooth Game,2009,1,4,3.098,False,
games,llama3.2:3b,zero-shot,1,Game design strategies for collectivist persuasion,2009,0,6,3.274,False,
games,llama3.2:3b,zero-shot,1,"Expert review method in game evaluations: comparison of two playability
heuristic sets",2009,1,6,4.081,False,
games,llama3.2:3b,zero-shot,1,"Evaluation of User s Physical Experience in Full Body Interactive
Games",2009,0,6,3.685,False,
games,llama3.2:3b,zero-shot,1,Making the case for mobile game development,2009,0,4,4.75,False,
games,llama3.2:3b,zero-shot,1,"Weighted game developer qualifications for consideration in curriculum
development",2009,0,4,3.662,False,
games,llama3.2:3b,zero-shot,1,An Algebraic Account of References in Game Semantics,2009,0,4,4.087,False,
games,llama3.2:3b,zero-shot,1,Designing Storytelling Games That Encourage Narrative Play,2009,1,6,3.007,False,
games,llama3.2:3b,zero-shot,1,Architectural studies of games engines - The quake series,2009,0,6,3.371,False,
games,llama3.2:3b,zero-shot,1,From playability to a hierarchical game usability model,2009,0,4,2.834,False,
games,llama3.2:3b,zero-shot,1,ISO 9241-9 evaluation of video game controllers,2009,1,6,4.254,False,
games,llama3.2:3b,zero-shot,1,"Turning shortcomings into challenges: Brain computer interfaces for
games",2009,0,6,3.393,False,
games,llama3.2:3b,zero-shot,1,Simulation as a game design tool,2009,1,6,3.256,False,
games,llama3.2:3b,zero-shot,1,A modular parametric architecture for the TORCS racing engine,2009,0,6,3.477,False,
games,llama3.2:3b,zero-shot,1,Smart composition of game objects using dependency injection,2009,1,6,3.104,False,
games,llama3.2:3b,zero-shot,1,Visual generative behavior patterns to facilitate game development,2009,0,6,3.373,False,
games,llama3.2:3b,zero-shot,1,A Study on User Experience of Online Games,2009,1,4,3.868,False,
games,llama3.2:3b,zero-shot,1,What went wrong? A survey of problems in game development,2009,1,6,3.3,False,
games,llama3.2:3b,zero-shot,1,"Relating cognitive models of computer games to user evaluations of
entertainment",2009,1,6,3.429,False,
games,llama3.2:3b,zero-shot,1,A Case Study on Using RTF for Developing Multi-player Online Games,2009,0,6,3.108,False,
games,llama3.2:3b,zero-shot,1,"Prediction-based real-time resource provisioning for massively multiplayer
online games",2009,0,6,3.849,False,
games,llama3.2:3b,zero-shot,1,Extended cooperative networks games,2009,0,4,3.161,False,
games,llama3.2:3b,zero-shot,1,Automatic prototyping in model-driven game development,2009,1,6,2.955,False,
games,llama3.2:3b,zero-shot,1,Playful vs. serious instruction giving in a 3D game environment,2009,1,4,3.634,False,
games,llama3.2:3b,zero-shot,1,Towards Emotional Characters in Computer Games,2009,1,6,3.646,False,
games,llama3.2:3b,zero-shot,1,Head Tracking in First-Person Games: Interaction Using a Web-Camera,2009,0,6,3.48,False,
games,llama3.2:3b,zero-shot,1,Generative conversation tool for game writers,2009,0,6,3.252,False,
games,llama3.2:3b,zero-shot,1,Research on a New Development Framework for Mobile Games,2009,0,4,3.485,False,
games,llama3.2:3b,zero-shot,1,Playability: How to Identify the Player Experience in a Video Game,2009,0,6,3.131,False,
games,llama3.2:3b,zero-shot,1,"From Usability to Playability: Introduction to Player-Centred Video
Game Development Process",2009,1,6,3.346,False,
games,llama3.2:3b,zero-shot,1,A game-building environment for research in collaborative design,2009,0,6,3.372,False,
games,llama3.2:3b,zero-shot,1,Creating an Emotionally Adaptive Game,2009,1,6,3.787,False,
games,llama3.2:3b,zero-shot,1,"Better scripts, better games Included",2009,1,4,3.857,False,
games,llama3.2:3b,zero-shot,1,"Commercial Strategies for SME Developers of Mobile Phone Serious
Games in UK Market",2009,0,4,3.75,False,
games,llama3.2:3b,zero-shot,1,Cross-Platform Mobile Phone Game Development Environment,2009,0,4,3.007,False,
games,llama3.2:3b,zero-shot,1,Visual Effects in Computer Games,2009,0,4,2.987,False,
games,llama3.2:3b,zero-shot,1,Decomposition of Multi-player Games,2009,0,6,2.928,False,
games,llama3.2:3b,zero-shot,2,"The Unlikeability of a Cuddly Toy Interface: An Experimental Study
of Preschoolers Likeability and Usability of a 3D Gam",2008,1,4,3.355,False,
games,llama3.2:3b,zero-shot,2,"Massively multiplayer online role-playing games: the past, present,
and future",2008,0,6,4.102,False,
games,llama3.2:3b,zero-shot,2,Experiences with Mobile Games Product Line Development at Meantime,2008,1,6,3.362,False,
games,llama3.2:3b,zero-shot,2,The case for research in game engine architecture,2008,0,6,3.195,False,
games,llama3.2:3b,zero-shot,2,Software Architecture in Game Development,2008,0,6,2.878,False,
games,llama3.2:3b,zero-shot,2,Requirements in Conflict: Player vs. Designer vs. Cheater,2008,0,6,3.476,False,
games,llama3.2:3b,zero-shot,2,Evolution of 3D mobile games development,2008,1,4,4.027,False,
games,llama3.2:3b,zero-shot,2,Using Data Mining for Dynamic Level Design in Games,2008,0,6,3.95,False,
games,llama3.2:3b,zero-shot,2,Architecture patterns for mobile games product lines,2008,1,6,3.165,False,
games,llama3.2:3b,zero-shot,2,PlayMancer: A Serious Gaming 3D Environment,2008,1,6,3.48,False,
games,llama3.2:3b,zero-shot,2,Toward an understanding of flow in video games,2008,0,6,4.05,False,
games,llama3.2:3b,zero-shot,2,"Playing different games on different phones: an empirical study on
mobile gaming",2008,1,6,3.554,False,
games,llama3.2:3b,zero-shot,2,"Non-visual game design and training in gameplay skill acquisition
A puzzle game case study",2008,0,6,3.931,False,
games,llama3.2:3b,zero-shot,2,Non-visual Gameplay: Making Board Games Easy and Fun,2008,1,4,3.936,False,
games,llama3.2:3b,zero-shot,2,Build your own games,2008,0,4,3.354,False,
games,llama3.2:3b,zero-shot,2,"Modelling Video Games Landscapes by Means of Genetic Terrain Programming
- A New Approach for Improving Users Experience",2008,0,6,3.495,False,
games,llama3.2:3b,zero-shot,2,"Ucigame, a java library for games",2008,1,6,2.801,False,
games,llama3.2:3b,zero-shot,2,"An architecture to easily produce adventure and movie games for the
mobile scenario",2008,1,6,3.393,False,
games,llama3.2:3b,zero-shot,2,A type assignment system for game semantics,2008,0,6,2.706,False,
games,llama3.2:3b,zero-shot,2,A Reusable Eduventure Game Framework,2008,0,6,3.585,False,
games,llama3.2:3b,zero-shot,2,The Magnus-Derek game,2008,0,2,2.698,False,
games,llama3.2:3b,zero-shot,2,A hybrid architecture for massively multiplayer online games,2008,0,6,3.154,False,
games,llama3.2:3b,zero-shot,2,"Investigating the Applicability of Usability and Playability Heuristics
for Evaluation of Pervasive Games",2008,1,6,3.966,False,
games,llama3.2:3b,zero-shot,2,Measuring and defining the experience of immersion in games,2008,0,6,4.949,False,
games,llama3.2:3b,zero-shot,2,The Platform of Quick Development of Mobile 3D Game,2008,1,4,7.379,False,
games,llama3.2:3b,zero-shot,2,Towards an AJAX-based game engine,2008,0,6,3.009,False,
games,llama3.2:3b,zero-shot,2,"Critical skills for game developers: an analysis of skills sought
by industry",2008,0,6,2.899,False,
games,llama3.2:3b,zero-shot,2,"A Case Study in Software Product Lines - The Case of the Mobile Game
Domain",2008,1,6,3.328,False,
games,llama3.2:3b,zero-shot,2,Developing an augmented reality racing game,2008,0,4,4.028,False,
games,llama3.2:3b,zero-shot,2,Using prototypes in early pervasive game development,2008,1,6,2.826,False,
games,llama3.2:3b,zero-shot,2,Life-cycle of the games industry: the specificities of creative industries,2008,1,4,3.579,False,
games,llama3.2:3b,zero-shot,2,"Heuristic Evaluation for Games: Usability Principles for Video Game
Design",2008,1,6,4.183,False,
games,llama3.2:3b,zero-shot,2,Using genres to customize usability evaluations of video games,2008,1,6,3.59,False,
games,llama3.2:3b,zero-shot,2,A Multi-Core Solver for Parity Games,2008,0,2,3.391,False,
games,llama3.2:3b,zero-shot,2,Experience-based design of behaviors in videogames,2008,0,6,3.494,False,
games,llama3.2:3b,zero-shot,2,"Tackling online game development problems with a novel network scripting
language",2008,1,6,2.976,False,
games,llama3.2:3b,zero-shot,2,Opening up to agile game development,2008,1,6,3.469,False,
games,llama3.2:3b,zero-shot,2,Collaboration in serious game development: a case study,2008,1,6,3.095,False,
games,llama3.2:3b,zero-shot,2,Defining personas in games using metrics,2008,0,6,3.553,False,
games,llama3.2:3b,zero-shot,2,Scaling in games and virtual worlds,2008,1,6,2.64,False,
games,llama3.2:3b,zero-shot,2,"Playing online games against computer- vs. human-controlled opponents:
Effects on presence, flow, and enjoyment",2008,1,6,3.636,False,
games,llama3.2:3b,zero-shot,2,Guidelines for designing augmented reality games,2008,1,6,3.498,False,
games,llama3.2:3b,zero-shot,2,Declarative processing for computer games,2008,1,6,3.01,False,
games,llama3.2:3b,zero-shot,3,"Challenges in Requirements Engineering for Mobile Games Development:
The Meantime Case Study",2007,1,6,3.114,False,
games,llama3.2:3b,zero-shot,3,Evaluation of object-oriented design patterns in game development,2007,1,6,2.908,False,
games,llama3.2:3b,zero-shot,3,"A model of cognitive loads in massively multiplayer online role playing
games",2007,0,6,3.451,False,
games,llama3.2:3b,zero-shot,3,"Identifying usability and fun problems in a computer game during
first use and after some practice",2007,1,6,3.909,False,
games,llama3.2:3b,zero-shot,3,Video game values: Human computer interaction and games,2007,0,6,3.356,False,
games,llama3.2:3b,zero-shot,3,Using emotion in games: emotional flowers,2007,0,4,3.323,False,
games,llama3.2:3b,zero-shot,3,"Measuring Game-Play Performance and Perceived Immersion in a Domed
Planetarium Projection Environment",2007,0,4,3.633,False,
games,llama3.2:3b,zero-shot,3,Video Game Console Audio: Evolution and Future Trends,2007,0,4,3.577,False,
games,llama3.2:3b,zero-shot,3,Flow in games (and everything else),2007,1,2,2.698,False,
games,llama3.2:3b,zero-shot,3,Micro Robot Hockey Simulator - Game Engine Design,2007,0,6,3.415,False,
games,llama3.2:3b,zero-shot,3,On frame rate and player performance in first person shooter game,2007,0,6,3.616,False,
games,llama3.2:3b,zero-shot,3,ScriptEase: A generative/adaptive programming paradigm for game scripting,2007,1,6,4.204,False,
games,llama3.2:3b,zero-shot,3,"Component Based Game Development A Solution to Escalating Costs
and Expanding Deadlines?",2007,1,6,3.048,False,
games,llama3.2:3b,zero-shot,3,Computer games as motivation for design patterns,2007,0,6,3.193,False,
games,llama3.2:3b,zero-shot,3,Usability and Computer Games: Working Group Report,2007,1,6,3.446,False,
games,llama3.2:3b,zero-shot,3,Toward Quality-Driven Development of 3D Computer Games,2007,1,6,3.434,False,
games,llama3.2:3b,zero-shot,3,"Consumer behavior in online game communities: A motivational factor
perspective",2007,0,4,7.457,False,
games,llama3.2:3b,zero-shot,3,"Pervasive Game Flow: Understanding player's enjoyment in pervasive
games",2007,0,6,3.093,False,
games,llama3.2:3b,zero-shot,3,Playability heuristics for mobile multi-player games,2007,1,6,3.357,False,
games,llama3.2:3b,zero-shot,3,Generation and control of game virtual environment,2007,1,6,2.734,False,
games,llama3.2:3b,zero-shot,3,"Games: Once More, with Feeling",2007,1,6,2.894,False,
games,llama3.2:3b,zero-shot,3,Mapping the Mental Space of Game Genres,2007,0,6,3.575,False,
games,llama3.2:3b,zero-shot,3,"Business models and operational issues in the Chinese online game
industry",2007,0,4,3.973,False,
games,llama3.2:3b,zero-shot,3,A documental approach to adventure game development,2007,1,6,3.179,False,
games,llama3.2:3b,zero-shot,3,Towards Automated Game Design,2007,0,6,3.592,False,
games,llama3.2:3b,zero-shot,3,Player Immersion in the Computer Game Narrative,2007,0,4,3.485,False,
games,llama3.2:3b,zero-shot,3,"Design and evaluation of a tactile memory game for visually impaired
children",2007,0,4,3.434,False,
games,llama3.2:3b,zero-shot,3,"Toward mobile entertainment: A paradigm for narrative-based audio
only games",2007,1,6,3.265,False,
games,llama3.2:3b,zero-shot,3,Video games: Issues and problems,2007,0,2,3.392,False,
games,llama3.2:3b,zero-shot,3,Dynamic programming and board games: A survey,2007,0,6,3.141,False,
games,llama3.2:3b,zero-shot,3,"Key factors of heuristic evaluation for game design: Towards massively
multi-player online role-playing game",2007,0,6,3.512,False,
games,llama3.2:3b,zero-shot,3,"Making Sense of Stories: the development of a new mobile computer
game",2007,0,4,3.656,False,
games,llama3.2:3b,zero-shot,3,Using Games in Software Engineering Education to Teach Risk Management,2007,0,6,3.062,False,
games,llama3.2:3b,zero-shot,3,GUIDE: Games with UML for interactive design exploration,2007,0,6,3.745,False,
games,llama3.2:3b,zero-shot,3,Evolutions in Gaming,2007,0,4,3.382,False,
games,llama3.2:3b,zero-shot,3,Re-using digital narrative content in interactive games,2007,0,6,4.051,False,
games,llama3.2:3b,zero-shot,3,Experimental study of an online game over wireless networks,2007,0,4,4.229,False,
games,llama3.2:3b,zero-shot,3,HCI issues in computer games,2007,0,4,2.703,False,
games,llama3.2:3b,zero-shot,3,"Object-Orientation Is Evil to Mobile Game: Experience from Industrial
Mobile RPGs",2007,1,6,4.03,False,
games,llama3.2:3b,zero-shot,3,Mobile Game Development: Object-Orientation or Not,2007,1,6,3.902,False,
games,llama3.2:3b,few-shot-random,1,Reasoning about coalitional games,2009,0,6,5.909,False,
games,llama3.2:3b,few-shot-random,1,"Extending the Reference Method for Game Production: A Situational
Approach",2009,1,6,3.729,False,
games,llama3.2:3b,few-shot-random,1,Adaptive Experience Engine for Serious Games,2009,0,6,4.419,False,
games,llama3.2:3b,few-shot-random,1,What makes a good game? Using reviews to inform design,2009,1,6,3.67,False,
games,llama3.2:3b,few-shot-random,1,Aspect-oriented procedural content engineering for game design,2009,0,6,3.657,False,
games,llama3.2:3b,few-shot-random,1,"Providing Novel and Useful Data for Game Development Using Usability
Expert Evaluation and Testing",2009,1,6,3.927,False,
games,llama3.2:3b,few-shot-random,1,Plagiarism detection in game-playing software,2009,0,6,3.901,False,
games,llama3.2:3b,few-shot-random,1,Detecting clones in game-playing software,2009,0,6,4.243,False,
games,llama3.2:3b,few-shot-random,1,"Game Usability Heuristics (PLAY) for Evaluating and Designing Better
Games: The Next Iteration",2009,1,6,4.173,False,
games,llama3.2:3b,few-shot-random,1,Compositional applications of a game engine,2009,0,6,3.98,False,
games,llama3.2:3b,few-shot-random,1,A Semantic Navigation Model for Video Games,2009,0,6,3.939,False,
games,llama3.2:3b,few-shot-random,1,An Online Survey System on Computer Game Enjoyment and Personality,2009,0,6,3.173,False,
games,llama3.2:3b,few-shot-random,1,Cognitive evaluation of video games: players' perceptions,2009,0,6,3.267,False,
games,llama3.2:3b,few-shot-random,1,"Measuring player experience on runtime dynamic difficulty scaling
in an RTS game",2009,0,6,3.575,False,
games,llama3.2:3b,few-shot-random,1,"Exploring success factors of video game communities in hierarchical
linear modeling: The perspectives of members and lea",2009,0,6,4.555,False,
games,llama3.2:3b,few-shot-random,1,Design facial appearance for roles in video games,2009,0,6,3.902,False,
games,llama3.2:3b,few-shot-random,1,"An adaptative game loop architecture with automatic distribution
of tasks between CPU and GPU",2009,0,6,3.354,False,
games,llama3.2:3b,few-shot-random,1,Software Engineering Challenges in Game Development,2009,1,6,3.651,False,
games,llama3.2:3b,few-shot-random,1,Design and Implementation of a Multiplayer Bluetooth Game,2009,1,6,3.67,False,
games,llama3.2:3b,few-shot-random,1,Game design strategies for collectivist persuasion,2009,0,6,3.843,False,
