theme,fold,label,probability,pred_raw,pred_calibrated
xbi,2,0,0.066854,0,1
xbi,2,0,0.066854,0,1
xbi,2,0,0.243423,0,1
xbi,2,0,0.066854,0,1
xbi,2,0,0.066854,0,1
xbi,2,0,0.066854,0,1
xbi,2,0,0.066854,0,1
xbi,2,0,0.066854,0,1
xbi,2,0,0.066854,0,1
xbi,2,0,0.066854,0,1
xbi,2,0,0.066854,0,1
xbi,2,0,0.066854,0,1
xbi,2,0,0.066854,0,1
xbi,2,0,0.066854,0,1
xbi,2,0,0.066854,0,1
xbi,2,0,0.853689,1,1
xbi,2,0,0.066854,0,1
xbi,2,0,0.066854,0,1
xbi,2,0,0.264856,1,1
xbi,2,0,0.355185,1,1
xbi,2,0,0.066854,0,1
xbi,2,0,0.066854,0,1
xbi,2,0,0.066854,0,1
xbi,2,0,0.182835,0,1
xbi,2,0,0.066854,0,1
xbi,2,0,0.066854,0,1
xbi,2,0,0.066854,0,1
xbi,2,0,0.066854,0,1
xbi,3,1,0.931568,1,1
xbi,3,0,0.616671,1,1
xbi,3,0,0.037762,0,0
xbi,3,0,0.983534,1,1
xbi,3,0,0.859484,1,1
xbi,3,1,0.873848,1,1
xbi,3,0,0.850315,1,1
xbi,3,0,0.037762,0,0
xbi,3,0,0.037762,0,0
xbi,3,0,0.985662,1,1
xbi,3,0,0.037762,0,0
xbi,3,0,0.037762,0,0
xbi,3,1,0.552542,1,1
xbi,3,1,0.037762,0,0
xbi,3,0,0.037762,0,0
xbi,3,1,0.955675,1,1
xbi,3,0,0.98805,1,1
xbi,3,1,0.207388,1,1
xbi,3,1,0.939481,1,1
xbi,3,0,0.037762,0,0
xbi,3,0,0.935018,1,1
xbi,3,0,0.400741,1,1
xbi,3,0,0.037762,0,0
xbi,3,0,0.906028,1,1
xbi,3,0,0.037762,0,0
xbi,3,0,0.037762,0,0
xbi,3,0,0.654298,1,1
xbi,3,0,0.822875,1,1
xbi,3,0,0.037762,0,0
xbi,3,0,0.037762,0,0
xbi,3,0,0.037762,0,0
xbi,3,0,0.037762,0,0
xbi,3,0,0.037762,0,0
xbi,3,0,0.981425,1,1
xbi,3,0,0.988105,1,1
xbi,3,0,0.158598,1,1
xbi,3,0,0.037762,0,0
xbi,3,0,0.983534,1,1
xbi,3,0,0.653419,1,1
xbi,3,0,0.850315,1,1
xbi,3,0,0.037762,0,0
xbi,3,0,0.822875,1,1
xbi,3,0,0.037762,0,0
xbi,3,0,0.037762,0,0
xbi,3,0,0.037762,0,0
xbi,3,0,0.037762,0,0
xbi,3,0,0.037762,0,0
xbi,3,0,0.037762,0,0
xbi,3,0,0.903421,1,1
xbi,3,0,0.037762,0,0
xbi,3,1,0.98938,1,1
xbi,3,0,0.037762,0,0
xbi,3,0,0.86832,1,1
xbi,3,0,0.889158,1,1
xbi,3,0,0.037762,0,0
